LCBO_id,Price,Name,Description,Size,Alcohol,Madein_city,Madein_country,Brand,Sugar,Sweetness,Style1,Style2,Variety,Featured_wines,Recomm_foods
V527804,230.0,Ruffino Riserva Ducale Oro Chianti Classico 1986,,750,14.5,Tuscany,Italy,Ruffino,,XD - Extra Dry,Smooth,Full-bodied,Sangiovese/Cabernet Sauvignon/Merlot,,
V353201,47.95,Ruffino Riserva Ducale Oro Gran Selezione Chianti Classico 2014,"(Translated from the Italian) The Gran Selezione Riserva Ducale Oro '14 has well-defined and well-articulated aromas with juicy, consistent and expansive flavours that build to a exciting finale. Well deserving of the three glasses. Score - 3 Glasses (out of 3). (Gambero Rosso Italian Wines, 2019)",750,13.5,Tuscany,Italy,Ruffino S.R.L.,3.0,XD - Extra Dry,Firm,Full-bodied,Sangiovese Blend,,
L361773,76.15,Ruggabellus Archaeus Syrah 2015,"Pure Syrah straight from the Eden Valley, this wine offers a pure display of terroir and varietal character. Blackcurrant, eucalyptus, tobacco and earth form the nose while flavours of paprika and cherry pip luxuriate on the rich palate. Well-structured and with firm tannins, this wine will cellar for 10 years or more.",750,13.7,South Australia,Australia,Distribution Internationale De,,,,,Shiraz/Syrah,,
L361765,76.15,Ruggabellus Efferus Mataro 2015,"The name translates roughly as 'rugged, untamed beauty,' and what's in the glass matches the description perfectly. A complex blend of four grapes - Mataro, Syrah, Grenache and Cinsault - the wine has a wild, rustic feel. Blackberry and fig aromas blend with fresh earth and a distinct meatiness that makes a powerful impression.",750,13.5,South Australia,Australia,Distribution Internationale De,,,,,Shiraz Blend,,
L362490,47.55,Ruggabellus Fluus Grenache 2015,"Syrah, Cinsault, Grenache and Mataro all join the party and lend to this wine's perfume of plum, lavender, malt and faint espresso, with a savoury undertone. It boasts touches of green herbs and spices and firm yet fine tannins.",750,13.0,South Australia,Australia,Distribution Internationale De,,,,,Grenache,,
L361740,76.15,Ruggabellus Timaeus Grenache 2015,"From what is arguably Australia's most famous and renowned wine region, the Barossa Valley, comes this plush, velvety red Grenache with its dark plum, black olive and wild mint aromas above a dark fruit palate offset by cool acidity. Look to charcuterie, Chinese BBQ duck or Massaman curry as the ideal pairing partners.",750,13.2,South Australia,Australia,Distribution Internationale De,,,,,Grenache,,
V414151,24.95,Rustenberg Buzzard Kloof Syrah 2015,"Named after the buzzards that fly over the vineyard, situated in a kloof (ravine) on decomposed granite soils. It is a shady spot, lending this Syrah a certain old world character. The rich palate is meaty and peppery, with berry fruit, dark chocolate cassis and cedar vying for attention. There is some alcohol warmth on the long, structured finish. Drinking Window: 2017-2025. Score - 92. (James Button, decanter.com, Sept. 12, 2017)",750,14.5,Stellenbosch,South Africa,Rustenberg Wines,4.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,,
V707323,24.95,Rustenberg John X Merriman 2015,"Rustenberg's flagship wine, named after previous owner, John Xavier Merriman. This is a Bordeaux-style blend comprising Merlot, Cabernet Sauvignon, Malbec, Petit Verdot and Cabernet Franc, aged in French barriques - 35% new - for 20 months. Aromas of black cherry jam, chocolate, mint and sweet spices rise from the glass. It has a rich, smooth body with grippy tannins and tight black fruits, accompanied by tangy red fruits and a hint of milk chocolate and herb. Drinking Window: 2018-2030. Score - 91. (James Button, decanter.com, Sept. 12, 2017)",750,14.0,Simonsberg-Stellenbosch,South Africa,Rustenberg Wines,4.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon Blend,,
V278390,16.95,Rustenberg RM Nicholson 2017,,750,14.5,Stellenbosch,South Africa,Rustenberg Wines,5.0,XD - Extra Dry,Firm,Full-bodied,Shiraz/Merlot/Cabernet,,
V73817,39.95,Rutherford Ranch Cabernet Sauvignon 2016,"This is an expressive blend of 85% cabernet sauvignon, 7% malbec, 4% merlot, 3% petite sirah and 1% petit verdot. Aromas of blackberry and raspberry punctuated with notes of mocha and vanilla waft from the glass. It's medium-full bodied with good structure, juicy acidity, moderate tannins and juicy palate flavours of cherry, raspberry and vanilla. The finish is lengthy and tangy. Pair with barbequed lamb chops. Score - 90. (Dave Isaacs, winecurrent.com, May 6, 2019)",750,13.5,California,USA,Round Hill Cellars,4.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon Blend,,
V191700,19.95,Rutherford Ranch Cabernet Sauvignon 2016,"[The San Francisco Chronicle Wine Competition did not include a tasting note.] Score - Gold. (San Francisco Chronicle Wine Competition, 2019)",375,13.5,California,USA,Round Hill Cellars,4.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon,,
V450528,19.95,Ryder Estate Cabernet Sauvignon 2013,"Impressive depth and character on the nose, with plenty of dark fruit and oak tones. Fresh and dry, with a ripe, sweet impression from the fruit and excellent texture and balance. A great value for California Cabernet. Enjoy with gourmet burgers or your favourite cut of steak. (Vintages panel, Oct. 2015)",750,13.5,California,USA,Scheid Vineyards California Inc,2.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon,,
V919324,18.95,Rymill Coonawarra MC2 2015,"Something of a spirit child of Bordeaux, this is restrained, balanced and complex, with plenty of plum, cherry and cassis along with herbaceous, smoky and spicy shading and even a touch of mineral. At the same time, there's an easy approachability that's very Australia. It's drinking well now, particularly alongside grilled mutton chops or sausages. (Vintages panel, Nov. 2018)",750,15.1,South Australia,Australia,Rymill Cooawarra Winery,5.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon/Merlot/Cabernet Franc,,
L544080,13.95,Rymill The Yearling Cabernet Sauvignon Coonawarra,"The Coonawarra region produces some of Australia's finest cabernet sauvignon on the renowned 'terra rossa' soils. The Yearling has aromas of blackcurrant, mulberry and licorice, underscored by a hint of mint. Vibrant on the palate, and ready to drink now with black cherry and spicy vanilla notes supported by supple tannins.",750,14.5,South Australia,Australia,Rymill Cooawarra Winery,6.0,D - Dry,Firm,Full-bodied,Cabernet Sauvignon,,"['Steak Pizzaiolo Pasta Bake', 'Perfect Grilled Steak', 'Warm Salad with Honey-Mustard Flank Steak']"
V538009,15.95,Rémy Ferbras Terre de Mistral Côtes du Rhône-Villages Plan de Dieu 2015,"Sappy flowers, framboise, black cherry, leather and licorice all emerge from the 2015 Côtes du Rhône Villages Plan de Dieu Remy Ferbras Terre de Mistral, which is medium-bodied, supple, layered and silky, with tons of charm and elegance. I suspect it will represent a terrific value and should keep for 4-5 years. Drink Date: 2016-2021. Score - 90. (Jeb Dunnuck, robertparker.com, Dec. 30, 2016)",750,14.2,Rhône,France,Les Grandes Serres,2.0,XD - Extra Dry,Smooth,Full-bodied,Grenache/Syrah,,
V561191,21.95,Réserve des Tuileries Côtes du Roussillon 2013,"Inky colored and opaque, the 2013 Côtes du Roussillon Reserve des Tuileries is made from 40% Grenache, 40% Syrah and 20% Carignan that's still aging in 20% new oak. It's another fruit-loaded beauty that gives up lots of black raspberry, plum, licorice and crushed rock in its full-bodied, decadent, yet pure personality. While the cuvee Cabalié is all about the fruit, this has a touch more mid-palate depth, as well as sweet tannin emerging on the finish. Nevertheless, it's a hedonistic effort that will drink nicely on release and evolve for 4-5 years. Drink Date: 2015-2020. Score - 88-91. (Jeb Dunnuck, robertparker.com, April 29, 2015)",750,14.2,Roussillon,France,1752 Signature Wines,3.0,XD - Extra Dry,Smooth,Full-bodied,Grenache/Syrah/Carignan,,
V467696,54.95,Résonance Pinot Noir 2015,"Supple and elegantly structured, with expressive raspberry and orange zest aromas and polished flavors that pick up depth and momentum toward a spicy finish framed by refined tannins. Drink now through 2023. Tasted twice, with consistent notes. Ranked no. 75 in the 2017 Wine Spectator Top 100. Score - 93. (Tim Fish, winespectator.com, Dec. 31, 2017)",750,13.1,Oregon,USA,Louis Jadot Estates,6.0,D - Dry,Fruity,Medium-bodied,Pinot Noir,,
V490045,59.95,Réva Barolo 2013,"A soft and silky red with cherry, berry and spice character. Hints of spice and cloves. Medium to full body. Hints of orange peel on the finish. Drink now. Score - 92. (James Suckling, jamessuckling.com, Oct. 20, 2017)",750,14.5,Piedmont,Italy,Reva S.Agr.S,4.0,XD - Extra Dry,Firm,Full-bodied,Nebbiolo,,
L334374,24.3,Saale-Unstrut Dornfelder DQW Dry 2015,"Whether you're readying the grill for ribs or preparing a favourite recipe for roast meat, this wine's cherry-driven flavours and ruby-red richness are a perfect accompaniment. It has ample body and a dry finish.",750,11.5,,Germany,Winzervereinigung Freyburg-Unstrut,,,,,Red Blend,,
L366939,20.6,Sabatine AOP Cotes Du Rhone Red 2015,,750,13.5,Rhône,France,Scea Domaine De La Sabatiere - Cote,,,,,Red Blend,,
L524496,10.5,Sabor Real Tempranillo Toro DO,"The wines of Toro, Spain are generally bold and structured with masculine grip, this one is no exception. Behind the ruby red colour, look for aromas of fresh red berries, spice tobacco and light hints of oak. Full and structured on the palate with dark savoury concentrated flavours and delicate sweetness on the finish.",750,14.5,Toro,Spain,Bodegas Campina S. Coop. C Y L,4.0,XD - Extra Dry,Smooth,Full-bodied,Tempranillo,,
V649228,60.0,Sacred Hill Brokenstone Hawke's Bay Merlot 2015,"Hints of pencil shavings, vanilla and bold black cherries mark the nose of the 2015 Brokenstone, a blend of 87% Merlot, with small amounts of Malbec, Syrah, Cabernet Sauvignon and Cabernet Franc. Aged 19 months in 22% new French oak, it's a classy, medium to full-bodied red, with a rich mid-palate and a velvety finish. It should age comfortably up to a decade or more. Drink Date: 2020-2030.  Score - 93. (Joe Czerwinski, robertparker.com, May 31, 2018)",750,13.8,Hawke's Bay,New Zealand,Sacred Hill Wines Ltd,4.0,XD - Extra Dry,Smooth,Full-bodied,Merlot Blend,,
V10796,68.0,Sacred Hill Deerstalkers Syrah,,750,13.0,,New Zealand,Sacred Hill Winery,,,Smooth,Full-bodied,,,
V107102,19.95,Sagelands Merlot 2016,"A zesty style, with lively cherry, dusty herb and spice flavors that persist on a snappy finish. Drink now through 2023. Score - 88. (Tim Fish, winespectator.com, May 31, 2019)",750,13.6,Washington,USA,Precept,3.0,XD - Extra Dry,Fruity,Medium-bodied,Merlot,,
V10794,135.0,Saint Domingue 2000,"Undoubtedly the most impressive Saint-Domingue I have tasted, this wine tastes like proprietor Clement Fayat's La Dominique on steroids, opaque purple-colored with a glorious nose of creme de cassis, vanilla, chocolate, and espresso. Once past the ostentatious aromatics, this chewy, low-acid, plump, full-bodied wine is dense, rich, with great intensity, purity, and plenty of power. This is obviously a modern-styled St.-Emilion, but a huge crowd-pleaser and a wine capable of lasting 12-15 more years, possibly longer. Anticipated maturity: 2006-2017. Score - 92. (Robert Parker Jr., robertparker.com, April 22, 2003 )",750,13.0,Bordeaux,France,Nath. Johnston & Fils,,XD - Extra Dry,,,Bordeaux Red,,
L810408,57.6,Saint Emilion Grand Cru 2016,"On the nose, this Saint-Émilion Grand Cru is distinguished by a very pronounced bouquet of flowers and red fruits. In the mouth, it is pleasant, fresh and well rounded, with notes of toasted oak.",750,14.0,,France,Chateau Fleur Balestre - Caroline F,,,,,Merlot/Cabernet Franc,,
V10316,19.95,Saint Mont Les Vieilles Vignes 2014,"One year in barrel and some bottle aging has given this generous wine structure and density. Old vines are not uncommon here and this one is a blend of Tannat, Cabernet Sauvignon and Pinenc. Spice, ripe tannins and full-throttle black fruits are joined by a mineral texture and acidity, making for a rich wine with further aging potential. Drink from 2019. Score - 91. (Roger Voss, Wine Enthusiast, Nov. 1, 2018)",750,14.3,Southwest,France,Plaimont,4.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon/Cabernet Franc,,
V648543,22.95,Saint-Germain Vieilles Vignes Pinot Noir 2015,"The 2015 vintage was an excellent one for red wines across essentially all of Europe, and Burgundy is certainly no exception. This wine is crisp and lithe with suggestions of ripe cherry and flinty mineral. Sip with grilled salmon, shrimp and scallops. (Vintages panel, Oct. 2018)",750,12.5,Burgundy,France,Domaines Et Vins De Propriete,5.0,XD - Extra Dry,Fruity,Light-bodied,Pinot Noir,,
V10240,74.95,Saintes Pierres de Nalys Châteauneuf-du-Pape 2016,"This is a fleshy and dense offering, with layers of warm cassis, plum sauce and cherry preserve flavors seamlessly entwined, while warm fruitcake and melted red licorice notes fill in through the finish. There's a whiff of smoky tea at the very end, while the fruit plays out. Best from 2020 through 2034.  Score - 93. (James Molesworth, winespectator.com, March 31, 2019)",750,14.5,Rhône,France,E. Guigal,,XD - Extra Dry,Smooth,Full-bodied,Grenache/Shiraz,,
V574244,37.95,Salcheto Riserva Vino Nobile di Montepulciano 2012,"Dark notes of blackberry and plum are reinforced by molasses and licorice flavors. Dense and meaty, this red is surprisingly nimble given the power and concentration. What this needs is an aged, grilled steak. Drink now through 2025.  Score - 93. (Bruce Sanderson, winespectator.com, Sept. 30, 2017)",750,15.0,Tuscany,Italy,Salcheto,5.0,XD - Extra Dry,Fruity,Medium-bodied,Sangiovese,,
V640854,17.95,Salentein Reserve Malbec 2017,"This offers some ripe dark-berry and plum aromas with an edge of black tea and crushed purple flowers. The palate has a super smooth, juicy and flavorful core of smooth tannins, carrying dark-cherry and plum flavors. Drink in the next four to six years. Score - 92. (James Suckling, jamessuckling.com, March 27, 2019)",750,14.5,Mendoza,Argentina,"Bodega Salentein, S.A.",3.0,XD - Extra Dry,Smooth,Full-bodied,Malbec,,
V578179,18.95,Salentein Reserve Pinot Noir 2016,"A great example of high-altitude cool-climate winemaking, this Pinot is sourced from between 1,050 and 1,700 metres elevation. It's floral, silky, smooth and ripe, with juicy black cherry, spice and sweet toasted herbs. Quite easy-drinking (thanks to the seam of refined acidity) and long, with superb balance. Enjoy with grilled tuna steaks or pork dishes. (Vintages panel, Feb. 2018)",750,13.6,Mendoza,Argentina,"Bodega Salentein, S.A.",2.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
V574038,55.0,Salentein San Pablo Single Vineyard Malbec 2014,"There is also a 2014 Single Vineyard Malbec San Pablo from their estate vineyard there, from the plot 14 to be precise, located at 1,480 meters altitude, a very cold place with sandy soils and limestone quite deep down that tends to produce floral and fresh wines, like this one, even though it was cropped from a somehow warm vintage. The wine is also powerful at 15% alcohol, keeping some six grams of acidity and coming through a little oaky as it fermented in brand new 225-liter French barriques where it underwent malolactic and 16 months élevage. This is a smaller lot and the oak is more noticeable, and it should show better after some more time in the bottle. But there is great intensity of flavors in the palate, it's a wilder expression of the grape, in a place that is extreme, a mixture of violets, graphite and Mediterranean herbs, spices with an exotic touch. Give it some time in bottle. Only 1,500 bottles were produced. It was bottled in one single lot in October 2015. Drink Date: 2017-2022.  Score - 92+. (Luis Gutiérrez, robertparker.com, Dec. 30, 2016)",750,15.7,Mendoza,Argentina,"Bodega Salentein, S.A.",6.0,XD - Extra Dry,Smooth,Full-bodied,Malbec,,
L430297,49.15,Salman Vineyards Petite Syrah,"The picture of sophistication, with smooth, succulent flavours, this wine is big with blackcurrant and a soothing layer of creamy-sweet oak, and the texture is dense and darkly delicious. Jammy berry aromas combine with hints of chocolate and a wisp of smoke to emphasize the sheer depth of character.",750,14.5,California,USA,"Jeff Runquist Wines, Inc",,,,,Petite Sirah,,
L369769,10.95,Saltram 1859 Shiraz,,750,14.0,South Australia,Australia,Treasury Wine Estates,4.0,XD - Extra Dry,Firm,Full-bodied,Shiraz/Syrah,,
V406231,76.0,Salvatore Molettieri Vigna Cinque Querce Riserva 2008,"Deep ruby with an amber rim. Brooding coffee and cocoa nuances complicate rich dark cherry and blackberry syrup on the nose. Large-scaled, dense and juicy, showing tactile flavors of dark berries and chocolate complemented by a note of underbrush. This long, smoothly tannic wine pulls off the neat trick of being a behemoth while staying light on its feet. Still, it needs a lot of time to show its best. I wouldn't touch a bottle for at least another five years but it may well go on for another two decades after that. Drinking window: 2020-2045. Score - 94+ . (Ian D'Agata, vinous.com, Sept. 2015)",750,15.0,Campania,Italy,Marc De Grazia,2.0,XD - Extra Dry,,,Aglianico,,
V181370,42.0,San Biagio Montersino Barbaresco 2013,"Aromas of blueberry, blackberry and cherry follow through to a full body, chewy and powerful tannins and a long and flavorful finish. Touches of tar and bitter lemon aftertaste. Better in a year or two. Score - 93. (James Suckling, jamessuckling.com, Nov. 21, 2016)",750,14.0,Piedmont,Italy,Az. Agric. San Biagio Di Roggere G,4.0,XD - Extra Dry,Fruity,Medium-bodied,Barbaresco,,
L335983,61.2,San Cristoforo Red 2015,"This deep red Bordeaux finds its full expression as a pure varietal wine from Tuscany, with aromas of cedar, graphite and Mediterranean herbs. The palate delivers blackcurrant, pepper and tobacco, with smooth tannins. Serve it with spicy sausages.",750,14.0,Tuscany,Italy,Podere San Cristoforo,,,,,Petit Verdot,,
V411389,42.95,San Fabiano Calcinaia Cellole Gran Selezione Chianti Classico 2013,"Extremely fragrant red with roses, lilacs and violets as well as red fruits. Full body, soft and silky tannins and a bright finish. Well structured. Delicious now. So fine and beautiful. Score - 93. (James Suckling, jamessuckling.com, Aug. 21, 2016)",750,14.0,Tuscany,Italy,San Fabiano Calcinaia,2.0,XD - Extra Dry,Smooth,Full-bodied,Chianti,,
V23408,19.95,San Fabiano Calcinaia Chianti Classico 2008,"Chewy and powerful, with lots of fruit and toasty oak. This needs time to chill on the palate, but there is so much going on. Offers an aftertaste of coffee and ripe berry. Best after 2010. Score - 90. (James Suckling, winespectator.com, Sept. 30, 2010)",750,13.0,Tuscany,Italy,San Fabiano Calcinaia,6.0,XD - Extra Dry,Smooth,Full-bodied,Sangiovese,,
V282996,19.95,San Felice Chianti Classico 2016,"Expressive and smooth, this hits all the right notes, with pure black cherry, black currant and violet flavors. Touches of earth, iron and tobacco add complexity. Shows fine harmony and length. Best from 2020 through 2036. Smart Buys. Ranks #19 in Wine Spectator's Top 100 in 2018. Score - 94. (Bruce Sanderson, winespectator.com, Oct. 31, 2018)",750,12.5,Tuscany,Italy,Societa Agricola San Felice S.P.A,5.0,XD - Extra Dry,Fruity,Medium-bodied,Sangiovese Blend,,
V403477,48.95,San Felice Il Grigio Gran Selezione Chianti Classico 2013,"Smooth and delicious, this boasts enticing scents of violet, berry, leather, tilled soil and aromatic herb. The radiant, elegant palate offers ripe red cherry, crushed raspberry, white pepper and licorice, while a note of pipe tobacco closes the finish. Polished tannins and bright acidity provide balance and structure. Drink 2018-2025. Editors' Choice. Score - 95. (Kerin O'Keefe, Wine Enthusiast, March 1, 2017)",750,14.0,Tuscany,Italy,Societa Agricola San Felice S.P.A,3.0,D - Dry,Fruity,Medium-bodied,Chianti,,
V582189,303.0,San Floriano Riserva Amarone della Valpolicella 2007,"The beautiful 2007 Amarone della Valpolicella Riserva San Floriano already shows the sheer magic of bottle-aging with touches of leather, spice and dried fruit that play perfectly off one another. The wine is so incredibly lively and bright in the mouth: it is teeming with vitality and energy. Dark notes of tar and resin make appropriate background tones. This is a masterpiece Amarone that still has a long way to go. Drink 2015-2028. Score - 95+. (Monica Larner, robertparker.com, Oct. 30, 2013)",1500,17.5,Veneto,Italy,Brigaldara,7.0,XD - Extra Dry,Smooth,Full-bodied,Amarone,,
L543180,68.15,San Giacomo Brunello di Montalcino DOCG 2013,"Obtained from the meticulous selection of Brunello (Sangiovese) grapes, the Brunello di Montalcino is the result of scrupulous work outdoors and accurate intervention in the cellar which, in observance of and in keeping with antique traditions, maintain the fullness of the fruit and bring out the quality of a wine.",750,14.0,,Italy,Podere San Giacomo Societa Agr,,,,,Sangiovese,,
L543172,33.8,San Giacomo Rosso di Montalcino DOC 2015,"Often considered a 'baby Brunello', this Rosso di Montalcino is made from sangiovese. It is deep ruby in colour. Look for aromas and flavours of plum, cherry, vanilla, mocha, oak and flower. Medium-bodied and dry, it has a long, lasting finish. Pair with beef tenderloin with roasted root vegetables and sautéed mushrooms.",750,14.5,,Italy,Podere San Giacomo Societa Agr,,,,,Sangiovese,,
V560086,209.0,San Leonardo 2001,"The lovely 2001 San Leonardo is a wine in its adolescence phase. Its pedigree is cemented, but its future is still open to chance. This was an excellent vintage that saw pre-harvest rains and warm, dry weather once the fruit had reached optimal ripeness. With this vintage, you begin to get some of the younger aromas that distinguish this great red wine from the far north of Italy. Red cherry and blackberry are followed by chocolate, spice and moist leather. The wine is more immediate, modern and 'international' with soft tannins and thick extraction. It opens with a bang and follows through to the end of the palate with the same generous intensity. I'd suggest parking this wine in your cellar for up to ten years or more. Drink Date: 2015-2035.  Score - 95. (Monica Larner, robertparker.com, Dec. 29, 2014 )",750,13.0,Alto Adige/Trentino,Italy,Tenuta San Leonardo,,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon Blend,,
V455220,16.95,San Marzano Talò Primitivo di Manduria 2016,"[Tasting note not available.] Score - 95. (Luca Maroni, lucamaroni.com, June 26, 2017)",750,14.0,Puglia,Italy,Cantina Oleificio Soc San Marzano,19.0,D - Dry,Smooth,Full-bodied,Primitivo,,
V473181,19.95,San Marzano Vindoro Negroamaro 2014,"100% Negroamaro. Deep, dark and intense with a discreet, elegant nose. The palate is oaky, spicy and balsamic with generous flavours of forest fruits. Its greatest strength is the supreme length of its palate and abiding aftertaste. Patience may be rewarded.  Score - 95. (Decanter World Wine Awards, 2017)",750,14.5,Puglia,Italy,Cantina Oleificio Soc San Marzano,17.0,D - Dry,Smooth,Full-bodied,Negroamaro,,
V37911,19.95,San Pedro 1865 Selected Vineyards Cabernet Sauvignon 2016,"From a vineyard in Buin planted to clonal cabernet sauvignon in 2009. This zone near the Maipo River has alluvial soils with abundant gravel that's especially favorable for the variety, particularly for obtaining very smooth-textured cabernets like this one. It's like cream on the palate, with ripe red fruit notes seasoned with herbs and spices.  Score - 93. (Patricio Tapia, Descorchados, 2018)",750,14.5,Maipo Valley,Chile,Vina San Pedro Tarapaca S.A.,4.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon,,
V249201,19.95,San Pedro 1865 Selected Vineyards Carmenère 2017,"Finely textured, with concentrated dark plum, currant and Asian spice flavors that glide across the palate. Savory richness emerges on the finish. Drink now through 2022. Score - 89. (Kim Marcus, winespectator.com, April 30, 2019)",750,14.5,Maule Valley,Chile,Vina San Pedro Tarapaca S.A.,5.0,XD - Extra Dry,Fruity,Medium-bodied,Carmenère,,
V632927,29.95,San Pedro Sideral 2016,"Sideral is always an assemblage of five varieties, dominated by Cabernet Sauvignon and (in this instance) supported by Syrah, Cabernet Franc, Petit Verdot and Carmenère. This is sweet, scented and ripe with mint and dark berry fruits and scented vanilla oak. Drink Date: 2020-28. Score - 93. (Tim Atkin, MW, timatkin.com, Chile Special Report 2018)",750,14.5,Cachapoal Valley,Chile,Vina San Pedro Tarapaca S.A.,4.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon/Syrah/Carmenère,,
L609361,25.65,San Pietro Monferrato Rosso Nero 2015,"This food-friendly wine is from northern Italy. A trio of albarossa, cabernet sauvignon and barbera. Ruby in colour, with aromas and flavours of blackberry, plum, vanilla, oak and leather. Medium-bodied and dry, with a smooth silky finish. Pair with seared steak and roasted potatoes alongside seasonal vegetables.",750,13.5,Piedmont,Italy,Tenuta San Pietro In Tassarolo Az.,,,,,Red Blend,,
V115899,110.0,San Polino Helichrysum Brunello di Montalcino 2013,"This is an impressive wine with blackberry, currant and spice. Full body, chewy tannins and a flavorful finish. A rich and structured young Brunello. Try in 2021. Score - 97-98. (James Suckling, jamessuckling.com, Nov. 27, 2017)",750,14.5,Tuscany,Italy,Vini San Polino,5.0,XD - Extra Dry,Firm,Full-bodied,Sangiovese Blend,,
V650812,69.95,San Polo Brunello di Montalcino 2013,"Woodland berry, forest floor, exotic spice and tobacco aromas escape the glass. It's bright and loaded with finesse, delivering crushed red cherry, juicy cranberry, cinnamon and clove framed in taut fine-grained tannins. Vibrant acidity lends exquisite balance while a star anise note closes the lingering finish. I love the classic vibe on this - it's the best offering I've had to date from this dynamic estate. Drink 2021-2038. Cellar Selection.  Score - 96. (Kerin O'Keefe, Wine Enthusiast, May 1, 2018)",750,14.6,Tuscany,Italy,Azienda Agricola Poggio San Polo A.,2.0,XD - Extra Dry,Firm,Full-bodied,Sangiovese,,
V377986,35.95,San Silvestro Patres Barolo 2014,"100% Nebbiolo. Plump discreet nose. The palate is concentrated and stunning with appealing flavours of red apple and spice, supported by a slight bitterness and notes of crab apple.  Score - 93. (Decanter World Wine Awards, 2018)",750,14.5,Piedmont,Italy,Sartirano Figli Cantine E Vigneti,4.0,XD - Extra Dry,Firm,Full-bodied,Nebbiolo,,
L524164,20.6,San Valentino BACAIA Rosso Sangiovese 2016,"Located in Emilia-Romagna, the San Valentino Winery produces completely organic wines. Their Bacaia Rosso is a made with the sangiovese grape and possesses aromas and flavours of black cherry, raspberry and wood spice. The silky palate is balanced by soft tannins on the finish. Enjoy with beef, pasta, lamb or aged cheeses.",750,14.0,Emilia-Romagna,Italy,San Valentino Societa Agricola Srl,,,,,Sangiovese,,
V399907,19.95,San Vincenti Chianti Classico 2015,"A solid Chianti Classico with blackberry and blueberry character. Medium to full body, firm and silky tannins and a fresh finish. Gorgeous, minerally red firmness. Drink or hold. Score - 93. (James Suckling, jamessuckling.com, Oct. 20, 2017)",750,14.0,Tuscany,Italy,San Vincenti Di R.Pucci & F.Muzzi S,3.0,XD - Extra Dry,Fruity,Medium-bodied,Sangiovese Blend,,
L546423,28.2,San Vito - Posca Rosso,"A Barbera and Cabernet Sauvignon wine that is made in perpetual vats combining the characters of the older vintages with the freshness and crispness of the younger refills. Small red berries and a fruity nose, fresh acidity.",750,12.0,,Italy,Consorzio Dei Vignaioli Biodinamici,,,,,Barbera Blend,,
L225920,19.95,Sandbanks Baco Noir Reserve VQA,,750,13.0,Ontario,Canada,Sandbanks Estate Winery,13.0,D - Dry,Smooth,Full-bodied,Baco Noir,,"['Panko-Crusted Beef Roulade', 'Beef Tenderloin with Shallots and Figs', 'Chili Beef Pot Roast with Corn & Peppers']"
L110049,15.95,Sandbanks Baco Noir VQA,"Deep ruby red colour; aromas of chocolate, toast and dark berry fruit; dry, medium to full bodied, with a sweet fruit centre, refreshing tangy acidity and flavours of juicy black fruit, light smoke and cocoa.",750,12.0,Ontario,Canada,Sandbanks Estate Winery,21.0,M - Medium,Firm,Full-bodied,Baco Noir,,
L177485,15.95,Sandbanks Cabernet Franc VQA,"bright ruby colour; plum and cherry with hint of earth; dry, medium body; red berry and oak spice with fine tannins",750,12.5,Ontario,Canada,Sandbanks Estate Winery,20.0,M - Medium,Fruity,Medium-bodied,Cabernet Franc,,"['Spanish Roasted Lamb', 'North African Spiced Whole Leg of Lamb', 'Indian Grilled Lamb Kebabs']"
L346445,13.45,Sandbanks Dunes Red VQA,"Sandbanks has been one of the leading wineries in Prince Edward County since 2003. Their Dunes Red is a skillful blend of the foch, gamay and cabernet grape varieties, and it's brimming with aromas and flavours of raspberry, red plum and chocolate. Serve with your favourite barbeque dishes.",750,12.5,Ontario,Canada,Sandbanks Estate Winery,21.0,M - Medium,Smooth,Full-bodied,Red Blend,,"['Curried Beef Pot Pie', 'Sloppy Rendang Joes', '']"
L361881,17.95,Sandbanks French Kiss VQA,"This alluring blend of Cabernet Sauvignon, Cabernet Franc and Merlot is generously fruity on the nose. The flavours are just as bold as the name, and oodles of friendly fruitiness jump out to smooch the palate! Ripe and lively tannins provide structure, while the vibrant acidity provides balance. Try with rack of lamb or grilled steaks.  (Vintages panel, Sept. 2013)",750,13.6,Ontario,Canada,Sandbanks Estate Winery,11.0,D - Dry,Fruity,Medium-bodied,Cabernet Sauvignon/Merlot,,"['Hastings House Oven-Roasted Rack of Lamb', 'Beef & Pine Nut Empanadas', 'Scottish-Style Leg of Lamb']"
